Date,BTC_USD,USD_NOK,BTC_NOK,BTC_NOK_with_fee
2013-08-29,129.30034,6.0674,784.516883,804.129805
2013-08-30,138.03002,6.113,843.777512,864.87195
2013-08-31,141.0,6.113,861.933,883.481325
2013-09-01,146.01003,6.113,892.559313,914.873296
2013-09-02,144.0,6.0646,873.3024,895.13496
2013-09-03,144.0,6.0742,874.6848,896.55192
2013-09-04,132.51,6.0766,805.210266,825.340523
2013-09-05,130.20002,6.096,793.699322,813.541805
2013-09-06,121.9,6.1005,743.65095,762.242224
2013-09-07,128.99496,6.1005,786.933753,806.607097
2013-09-08,126.31501,6.1005,770.584719,789.849337
2013-09-09,133.1,6.08,809.248,829.4792
2013-09-10,132.61636,5.9373,787.383114,807.067692
2013-09-11,142.1,5.9165,840.73465,861.753016
2013-09-12,139.35499,5.9108,823.699475,844.291962
2013-09-13,140.66,5.9191,832.580606,853.395121
2013-09-14,136.7149,5.9191,809.229165,829.459894
2013-09-15,138.3002,5.9191,818.612714,839.078032
2013-09-16,139.41938,5.9085,823.759407,844.353392
2013-09-17,139.15001,5.8891,819.468324,839.955032
2013-09-18,140.41238,5.9104,829.893331,850.640664
2013-09-19,135.05037,5.7896,781.887622,801.434813
2013-09-20,133.80726,5.9246,792.754493,812.573355
2013-09-21,134.38,5.9246,796.147748,816.051442
2013-09-22,134.00001,5.9246,793.896459,813.74387
2013-09-23,133.4,5.9009,787.18006,806.859561
2013-09-24,134.7788,5.9526,802.284285,822.341392
2013-09-25,135.0,6.0227,813.0645,833.391112
2013-09-26,137.10002,5.9727,818.857289,839.328721
2013-09-27,138.93,5.9858,831.607194,852.397374
2013-09-28,142.5,5.9858,852.9765,874.300912
2013-09-29,143.88402,5.9858,861.260967,882.792491
2013-09-30,141.8965,6.0081,852.528362,873.841571
2013-10-01,140.3,5.999,841.6597,862.701192
2013-10-02,123.0,6.017,740.091,758.593275
2013-10-03,130.98925,5.9651,781.363975,800.898074
2013-10-04,136.82222,5.9696,816.773925,837.193273
2013-10-05,136.69511,5.9696,816.015129,836.415507
2013-10-06,137.8,5.9696,822.61088,843.176152
2013-10-07,135.80001,5.9881,813.18404,833.513641
2013-10-08,136.50002,5.9532,812.611919,832.927217
2013-10-09,139.5,6.0007,837.09765,858.025091
2013-10-10,140.41013,6.0523,849.80423,871.049336
2013-10-11,140.1,5.9918,839.45118,860.437459
2013-10-12,142.89995,5.9918,856.22792,877.633618
2013-10-13,147.53,5.9918,883.970254,906.06951
2013-10-14,151.38003,5.9957,907.629246,930.319977
2013-10-15,158.1,6.0165,951.20865,974.988866
2013-10-16,152.83,5.9999,916.964717,939.888835
2013-10-17,157.60001,5.9398,936.112539,959.515352
2013-10-18,168.3,5.9182,996.03306,1020.933886
2013-10-19,183.17999,5.9182,1084.095817,1111.198212
2013-10-20,186.12,5.9182,1101.495384,1129.032769
2013-10-21,192.795,5.9208,1141.500636,1170.038152
2013-10-22,203.0,5.9481,1207.4643,1237.650908
2013-10-23,228.0,5.9162,1348.8936,1382.61594
2013-10-24,206.995,5.8827,1217.689486,1248.131723
2013-10-25,197.90999,5.9062,1168.895983,1198.118383
2013-10-26,188.56002,5.9062,1113.67319,1141.51502
2013-10-27,207.0001,5.9062,1222.583991,1253.148591
2013-10-28,206.9,5.8981,1220.31689,1250.824812
2013-10-29,216.0,5.8974,1273.8384,1305.68436
2013-10-30,208.0,5.8742,1221.8336,1252.37944
2013-10-31,211.1714,5.9409,1254.54817,1285.911874
2013-11-01,213.5,5.9578,1271.9903,1303.790057
2013-11-02,211.70001,5.9578,1261.26632,1292.797978
2013-11-03,224.01001,5.9578,1334.606838,1367.972009
2013-11-04,238.19039,5.9355,1413.77906,1449.123536
2013-11-05,251.3,5.9671,1499.53223,1537.020536
2013-11-06,264.1,5.9558,1572.92678,1612.24995
2013-11-07,309.659,5.9978,1857.27275,1903.704569
2013-11-08,355.0,6.087,2160.885,2214.907125
2013-11-09,367.8,6.087,2238.7986,2294.768565
2013-11-10,336.33101,6.087,2047.246858,2098.428029
2013-11-11,363.0,6.127,2224.101,2279.703525
2013-11-12,380.1,6.1789,2348.59989,2407.314887
2013-11-13,434.87999,6.2154,2702.95309,2770.526917
2013-11-14,433.4,6.2005,2687.2967,2754.479117
2013-11-15,434.0,6.1319,2661.2446,2727.775715
2013-11-16,461.9999,6.1319,2832.937187,2903.760617
2013-11-17,528.31991,6.1319,3239.604856,3320.594977
2013-11-18,785.50007,6.1171,4804.982478,4925.10704
2013-11-19,645.71675,6.0943,3935.19159,4033.57138
2013-11-20,638.0,6.0826,3880.6988,3977.71627
2013-11-21,765.10001,6.0915,4660.606711,4777.121879
2013-11-22,802.0,6.0708,4868.7816,4990.50114
2013-11-23,832.524,6.0708,5054.086699,5180.438866
2013-11-24,795.0,6.0708,4826.286,4946.94315
2013-11-25,830.0,6.1236,5082.588,5209.6527
2013-11-26,970.0,6.1036,5920.492,6068.5043
2013-11-27,1080.0,6.0702,6555.816,6719.7114
2013-11-28,1101.47497,6.0889,6706.770945,6874.440219
2013-11-29,1206.97761,6.1127,7377.892037,7562.339338
2013-11-30,1205.8,6.1127,7370.69366,7554.961001
2013-12-01,1004.42392,6.1127,6139.742096,6293.235648
2013-12-02,1096.63251,6.1388,6732.007652,6900.307843
2013-12-03,1155.0,6.1055,7051.8525,7228.148812
2013-12-04,1237.955,6.1143,7569.228256,7758.458962
2013-12-05,1106.4345,6.1818,6839.756792,7010.750712
2013-12-06,845.0,6.1738,5216.861,5347.282525
2013-12-07,696.99999,6.1738,4303.138538,4410.717001
2013-12-08,804.00001,6.1738,4963.735262,5087.828644
2013-12-09,918.99,6.1423,5644.712277,5785.830084
2013-12-10,1033.975,6.1102,6317.794045,6475.738896
2013-12-11,920.0,6.1172,5627.824,5768.5196
2013-12-12,899.9999,6.1535,5538.149385,5676.60312
2013-12-13,936.87547,6.1849,5794.481094,5939.343121
2013-12-14,908.98998,6.1849,5622.012127,5762.56243
2013-12-15,920.0,6.1849,5690.108,5832.3607
2013-12-16,760.0,6.1226,4653.176,4769.5054
2013-12-17,715.0,6.1532,4399.538,4509.52645
2013-12-18,541.00001,6.0946,3297.178661,3379.608128
2013-12-19,731.98999,6.1338,4489.880201,4602.127206
2013-12-20,650.0,6.1633,4006.145,4106.298625
2013-12-21,640.5,6.1633,3947.59365,4046.283491
2013-12-22,639.48,6.1633,3941.307084,4039.839761
2013-12-23,713.34506,6.1287,4371.877869,4481.174816
2013-12-24,702.8,6.1287,4307.25036,4414.931619
2013-12-25,707.3,6.1287,4334.82951,4443.200248
2013-12-26,802.11,6.1287,4915.891557,5038.788846
2013-12-27,803.23,6.1152,4911.912096,5034.709898
2013-12-28,762.005,6.1152,4659.812976,4776.3083
2013-12-29,785.00501,6.1152,4800.462637,4920.474203
2013-12-30,804.87996,6.113,4920.231195,5043.236975
2013-12-31,806.00503,6.0837,4903.492801,5026.080121
2014-01-01,754.9,6.0837,4592.58513,4707.399758
2014-01-02,784.19,6.1521,4824.415299,4945.025681
2014-01-03,809.4,6.1306,4962.10764,5086.160331
2014-01-04,828.79,6.1306,5080.979974,5208.004473
2014-01-05,905.0,6.1306,5548.193,5686.897825
2014-01-06,919.24,6.1682,5670.056168,5811.807572
2014-01-07,785.0,6.1469,4825.3165,4945.949412
2014-01-08,823.45,6.1873,5094.932185,5222.30549
2014-01-09,824.76,6.1765,5094.13014,5221.483394
2014-01-10,852.61,6.1842,5272.710762,5404.528531
2014-01-11,896.59,6.1842,5544.691878,5683.309175
2014-01-12,844.05,6.1842,5219.77401,5350.26836
2014-01-13,823.0,6.1242,5040.2166,5166.222015
2014-01-14,815.99,6.0979,4975.825421,5100.221057
2014-01-15,841.14,6.1138,5142.561732,5271.125775
2014-01-16,814.4,6.1697,5024.60368,5150.218772
2014-01-17,797.2,6.1687,4917.68764,5040.629831
2014-01-18,810.0,6.1687,4996.647,5121.563175
2014-01-19,842.07,6.1687,5194.477209,5324.339139
2014-01-20,826.02,6.1754,5101.003908,5228.529006
2014-01-21,824.89,6.1896,5105.739144,5233.382623
2014-01-22,819.2,6.1665,5051.5968,5177.88672
2014-01-23,812.0,6.1093,4960.7516,5084.77039
2014-01-24,780.0,6.131,4782.18,4901.7345
2014-01-25,806.8,6.131,4946.4908,5070.15307
2014-01-26,814.75,6.131,4995.23225,5120.113056
2014-01-27,751.95,6.1781,4645.622295,4761.762852
2014-01-28,788.0,6.158,4852.504,4973.8166
2014-01-29,794.21,6.2008,4924.737368,5047.855802
2014-01-30,799.99,6.2384,4990.657616,5115.424056
2014-01-31,803.0,6.297,5056.491,5182.903275
2014-02-01,813.23,6.297,5120.90931,5248.932043
2014-02-02,814.99,6.297,5131.99203,5260.291831
2014-02-03,808.5,6.262,5062.827,5189.397675
2014-02-04,802.99,6.3022,5060.603578,5187.118667
2014-02-05,782.33,6.2453,4885.885549,5008.032688
2014-02-06,763.99,6.2245,4755.455755,4874.342149
2014-02-07,705.01,6.1971,4369.017471,4478.242908
2014-02-08,680.49,6.1971,4217.064579,4322.491193
2014-02-09,687.37,6.1971,4259.700627,4366.193143
2014-02-10,687.81,6.1285,4215.243585,4320.624675
2014-02-11,675.1,6.1187,4130.73437,4234.002729
2014-02-12,651.99,6.1387,4002.371013,4102.430288
2014-02-13,604.11,6.0962,3682.775382,3774.844767
2014-02-14,669.0,6.0954,4077.8226,4179.768165
2014-02-15,655.83,6.0954,3997.546182,4097.484837
2014-02-16,621.0,6.0954,3785.2434,3879.874485
2014-02-17,633.66,6.0734,3848.470644,3944.68241
2014-02-18,627.7,6.076,3813.9052,3909.25283
2014-02-19,623.01,6.052,3770.45652,3864.717933
2014-02-20,561.86,6.1013,3428.076418,3513.778328
2014-02-21,581.35,6.1042,3548.67667,3637.393587
2014-02-22,610.88,6.1042,3728.933696,3822.157038
2014-02-23,610.09,6.1042,3724.111378,3817.214162
2014-02-24,535.49,6.0269,3227.344681,3308.028298
2014-02-25,535.0,6.0259,3223.8565,3304.452912
2014-02-26,585.24,6.052,3541.87248,3630.419292
2014-02-27,583.0,6.0585,3532.1055,3620.408137
2014-02-28,551.89,5.9907,3306.207423,3388.862609
2014-03-01,567.48,5.9907,3399.602436,3484.592497
2014-03-02,566.24,5.9907,3392.173968,3476.978317
2014-03-03,677.69,6.0412,4094.060828,4196.412349
2014-03-04,673.0,5.9911,4032.0103,4132.810558
2014-03-05,669.99,5.9937,4015.719063,4116.11204
2014-03-06,669.57,5.9851,4007.443407,4107.629492
2014-03-07,632.79,5.958,3770.16282,3864.41689
2014-03-08,620.0,5.958,3693.96,3786.309
2014-03-09,640.0,5.958,3813.12,3908.448
2014-03-10,629.39,5.9664,3755.192496,3849.072308
2014-03-11,632.1,5.9484,3759.98364,3853.983231
2014-03-12,634.95,5.9675,3789.064125,3883.790728
2014-03-13,641.01,5.9228,3796.574028,3891.488379
2014-03-14,630.42,5.9835,3772.11807,3866.421022
2014-03-15,637.24,5.9835,3812.92554,3908.248678
2014-03-16,634.99,5.9835,3799.462665,3894.449232
2014-03-17,621.11,5.9543,3698.275273,3790.732155
2014-03-18,612.0,5.974,3656.088,3747.4902
2014-03-19,611.2,5.9782,3653.87584,3745.222736
2014-03-20,587.98,6.0823,3576.270754,3665.677523
2014-03-21,570.0,6.0737,3462.009,3548.559225
2014-03-22,565.31,6.0737,3433.523347,3519.361431
2014-03-23,561.0,6.0737,3407.3457,3492.529342
2014-03-24,585.99,6.0618,3552.154182,3640.958037
2014-03-25,583.77,6.0483,3530.816091,3619.086493
2014-03-26,581.49,6.0416,3513.129984,3600.958234
2014-03-27,475.0,6.0078,2853.705,2925.047625
2014-03-28,502.01,5.9928,3008.445528,3083.656666
2014-03-29,491.99,5.9928,2948.397672,3022.107614
2014-03-30,460.0,5.9928,2756.688,2825.6052
2014-03-31,454.83,5.9871,2723.112693,2791.19051
2014-04-01,478.98,5.9659,2857.546782,2928.985452
2014-04-02,439.0,5.9551,2614.2889,2679.646122
2014-04-03,451.03,5.9763,2695.490589,2762.877854
2014-04-04,452.2,5.9945,2710.7129,2778.480722
2014-04-05,464.8,5.9945,2786.2436,2855.89969
2014-04-06,456.27,5.9945,2735.110515,2803.488278
2014-04-07,447.11,6.0049,2684.850839,2751.97211
2014-04-08,453.57,5.9794,2712.076458,2779.878369
2014-04-09,441.69,5.9588,2631.942372,2697.740931
2014-04-10,363.12,5.9249,2151.449688,2205.23593
2014-04-11,423.0,5.9548,2518.8804,2581.85241
2014-04-12,423.42,5.9548,2521.381416,2584.415951
2014-04-13,416.3,5.9548,2478.98324,2540.957821
2014-04-14,458.5,5.9594,2732.3849,2800.694522
2014-04-15,521.0,5.9621,3106.2541,3183.910452
2014-04-16,530.0,5.9515,3154.295,3233.152375
2014-04-17,500.09,5.9515,2976.285635,3050.692776
2014-04-18,483.11,5.9515,2875.229165,2947.109894
2014-04-19,503.8,5.9515,2998.3657,3073.324842
2014-04-20,500.0,5.9515,2975.75,3050.14375
2014-04-21,496.74,5.9515,2956.34811,3030.256813
2014-04-22,490.0,5.9792,2929.808,3003.0532
2014-04-23,492.0,5.9791,2941.7172,3015.26013
2014-04-24,502.2,5.9902,3008.27844,3083.485401
2014-04-25,466.52,5.9898,2794.361496,2864.220533
2014-04-26,459.0,5.9898,2749.3182,2818.051155
2014-04-27,430.0,5.9898,2575.614,2640.00435
2014-04-28,442.9,5.9985,2656.73565,2723.154041
2014-04-29,448.0,5.9894,2683.2512,2750.33248
2014-04-30,448.85,5.9726,2680.80151,2747.821548
